mapchecks,steps,reward,belief
4,35,25.201010126776666,4.0
4,31,30.029437251522854,2.0
2,26,35.02943725152285,3.0
1,22,38.61522368914976,2.0
0,19,42.02943725152285,0
0,24,36.201010126776666,0
0,23,37.61522368914976,0
0,21,40.02943725152285,0
1,23,38.02943725152285,4.0
1,24,36.61522368914976,2.0
3,28,33.02943725152285,2.0
9,48,10.95836943965738,4.0
2,27,32.786796564403566,2.0
2,27,34.02943725152285,3.0
3,31,28.786796564403566,2.0
0,20,40.61522368914976,0
2,29,31.201010126776662,4.0
2,30,30.615223689149758,4.0
0,23,36.786796564403566,0
0,20,40.61522368914976,0
3,34,26.201010126776666,4.0
6,38,22.201010126776666,3.0
4,33,26.78679656440357,2.5
0,21,39.201010126776666,0
3,29,31.615223689149758,4.0
2,28,32.61522368914976,3.0
0,22,38.61522368914976,0
2,29,31.201010126776662,3.5
1,21,40.02943725152285,2.0
1,24,36.201010126776666,2.0
0,19,42.02943725152285,0
2,31,27.958369439657375,3.0
5,39,20.372583002030474,4.0
10,45,16.029437251522854,2.0
1,23,38.02943725152285,2.0
0,18,43.02943725152285,0
0,22,38.61522368914976,0
2,26,34.61522368914976,3.0
1,25,35.201010126776666,2.0
1,21,40.02943725152285,2.0
0,24,35.37258300203047,0
0,20,41.02943725152285,0
2,28,33.02943725152285,4.0
1,23,38.02943725152285,4.0
0,19,42.02943725152285,0
0,23,37.201010126776666,0
1,26,33.786796564403566,4.0
9,40,19.372583002030478,2.0
0,19,42.02943725152285,0
1,28,31.37258300203047,4.0
0,21,39.61522368914976,0
2,24,36.61522368914976,2.5
1,23,37.61522368914976,2.0
8,42,17.78679656440357,3.5
0,24,35.786796564403566,0
1,25,35.201010126776666,2.0
3,30,30.615223689149758,4.0
1,25,35.61522368914976,4.0
1,24,36.61522368914976,2.0
3,26,34.201010126776666,2.0
0,20,41.02943725152285,0
5,33,28.029437251522854,2.0
0,23,37.61522368914976,0
3,32,27.372583002030474,4.0
5,33,27.61522368914976,3.0
0,21,40.02943725152285,0
1,23,38.02943725152285,2.0
5,35,25.615223689149758,2.0
0,22,38.61522368914976,0
0,21,39.201010126776666,0
3,28,32.61522368914976,4.0
1,23,37.61522368914976,2.0
0,18,43.02943725152285,0
0,21,40.02943725152285,0
0,20,41.02943725152285,0
2,27,34.02943725152285,3.0
2,26,35.02943725152285,4.0
6,38,23.029437251522857,3.5
1,22,38.61522368914976,2.0
1,25,35.201010126776666,2.0
0,20,40.61522368914976,0
3,30,31.029437251522854,2.0
7,42,18.201010126776666,2.0
3,33,26.786796564403566,4.0
3,33,26.786796564403566,4.0
1,25,36.02943725152285,4.0
3,30,30.201010126776662,4.0
7,42,17.78679656440357,3.0
2,26,35.02943725152285,2.5
3,30,30.615223689149758,4.0
1,26,34.201010126776666,4.0
5,36,24.20101012677667,3.0
0,25,34.786796564403566,0
2,25,35.61522368914976,2.5
1,24,36.61522368914976,2.0
4,37,22.372583002030474,2.5
0,20,40.61522368914976,0
1,21,40.02943725152285,2.0
1,22,39.02943725152285,2.0
