mapchecks,steps,reward
1,23,37.61522368914976
0,21,39.61522368914976
2,27,34.02943725152285
1,26,34.201010126776666
0,22,38.61522368914976
1,23,37.61522368914976
6,42,18.201010126776666
1,23,38.02943725152285
3,29,31.615223689149758
0,19,42.02943725152285
0,22,38.201010126776666
0,22,39.02943725152285
3,30,30.201010126776662
0,20,40.201010126776666
4,29,31.61522368914976
0,20,40.61522368914976
1,25,34.786796564403566
1,24,36.201010126776666
0,22,39.02943725152285
0,22,38.61522368914976
0,22,38.201010126776666
0,21,40.02943725152285
0,21,40.02943725152285
0,21,39.61522368914976
1,22,38.61522368914976
6,40,20.61522368914976
3,30,31.029437251522854
0,22,38.61522368914976
1,22,38.61522368914976
0,20,40.61522368914976
4,30,30.201010126776666
1,22,39.02943725152285
2,28,33.02943725152285
5,35,25.615223689149758
1,22,38.61522368914976
0,21,40.02943725152285
3,37,22.78679656440357
4,32,29.029437251522854
5,37,23.615223689149765
2,26,34.61522368914976
2,28,33.02943725152285
0,21,39.61522368914976
3,27,34.02943725152285
1,25,35.201010126776666
6,42,17.786796564403573
5,34,25.786796564403566
1,24,36.61522368914976
1,27,33.201010126776666
2,24,36.61522368914976
1,23,38.02943725152285
0,20,40.61522368914976
7,41,19.61522368914976
0,20,41.02943725152285
2,26,34.61522368914976
2,25,36.02943725152285
2,28,32.201010126776666
3,31,29.615223689149758
0,22,38.201010126776666
6,39,21.201010126776666
1,26,34.61522368914976
1,26,34.201010126776666
1,22,38.61522368914976
0,19,42.02943725152285
0,21,38.786796564403566
2,29,30.37258300203047
3,29,31.201010126776662
0,20,40.201010126776666
1,25,35.201010126776666
3,33,25.958369439657375
0,21,39.201010126776666
0,19,42.02943725152285
3,33,28.02943725152285
1,24,36.61522368914976
1,22,38.61522368914976
1,22,39.02943725152285
2,27,34.02943725152285
3,31,29.201010126776662
3,33,26.372583002030474
4,30,29.78679656440357
1,23,37.201010126776666
1,25,35.201010126776666
3,29,31.201010126776666
0,22,38.61522368914976
2,33,26.786796564403566
3,27,33.201010126776666
5,34,26.201010126776666
1,26,34.61522368914976
4,32,28.201010126776662
5,35,25.201010126776666
1,23,38.02943725152285
9,41,19.201010126776666
1,24,37.02943725152285
2,30,29.786796564403566
2,26,34.61522368914976
1,27,33.201010126776666
3,32,28.201010126776662
2,26,34.61522368914976
1,22,38.61522368914976
8,48,12.201010126776666
1,22,38.61522368914976
1,29,29.958369439657375
2,28,33.02943725152285
2,28,32.201010126776666
1,25,35.61522368914976
3,27,33.61522368914976
3,24,37.02943725152285
2,31,29.615223689149758
3,31,29.201010126776662
3,32,28.615223689149758
1,25,35.201010126776666
0,19,41.61522368914976
1,22,39.02943725152285
0,22,38.201010126776666
3,26,34.61522368914976
0,21,39.61522368914976
3,34,25.786796564403566
1,24,37.02943725152285
0,19,41.61522368914976
2,27,33.61522368914976
1,25,35.201010126776666
3,28,32.61522368914976
1,26,34.201010126776666
2,27,33.61522368914976
0,23,37.201010126776666
0,19,42.02943725152285
2,29,31.615223689149758
5,33,25.958369439657375
4,36,24.201010126776666
2,28,32.61522368914976
2,30,30.615223689149758
3,29,32.02943725152285
2,25,35.61522368914976
10,45,15.201010126776666
3,31,29.201010126776662
8,37,23.615223689149765
0,19,42.02943725152285
0,20,41.02943725152285
1,27,33.201010126776666
1,28,31.37258300203047
0,18,43.02943725152285
2,32,27.786796564403566
0,20,40.61522368914976
3,30,29.786796564403566
2,26,34.61522368914976
1,26,35.02943725152285
1,23,37.61522368914976
2,31,27.958369439657375
1,21,40.02943725152285
0,21,40.02943725152285
1,23,37.61522368914976
2,28,32.61522368914976
4,33,27.615223689149758
1,21,40.02943725152285
2,25,36.02943725152285
1,22,38.61522368914976
4,29,31.61522368914976
4,31,28.78679656440357
1,24,37.02943725152285
2,31,27.129942314911183
3,30,30.615223689149758
1,29,29.958369439657375
6,36,25.029437251522857
5,38,21.78679656440357
6,39,21.201010126776666
0,21,40.02943725152285
7,44,15.786796564403575
1,24,37.02943725152285
5,39,20.78679656440357
2,26,35.02943725152285
1,24,36.61522368914976
3,29,31.201010126776666
2,27,33.61522368914976
3,28,33.02943725152285
7,39,21.61522368914976
3,32,28.615223689149758
1,27,32.786796564403566
0,18,43.02943725152285
0,21,40.02943725152285
0,23,36.786796564403566
0,21,39.201010126776666
1,25,35.61522368914976
1,23,37.61522368914976
0,21,39.61522368914976
0,21,38.786796564403566
3,30,30.201010126776662
1,24,37.02943725152285
2,29,31.201010126776662
2,27,33.61522368914976
0,21,39.201010126776666
3,34,25.78679656440357
2,29,31.201010126776662
0,19,42.02943725152285
0,21,39.61522368914976
1,25,35.201010126776666
1,24,37.02943725152285
1,24,36.61522368914976
1,27,32.786796564403566
1,22,38.61522368914976
1,23,38.02943725152285
6,38,21.786796564403573
6,39,21.201010126776666
9,59,-0.8700576850888169
3,29,31.615223689149758
0,18,43.02943725152285
2,26,34.61522368914976
10,54,5.786796564403568
0,21,40.02943725152285
1,22,39.02943725152285
5,34,26.201010126776666
0,21,39.61522368914976
0,19,42.02943725152285
3,31,29.201010126776662
2,28,33.02943725152285
1,25,35.61522368914976
0,21,39.61522368914976
2,28,32.61522368914976
2,29,30.786796564403566
2,29,31.201010126776662
0,20,40.61522368914976
1,23,37.61522368914976
1,25,35.61522368914976
1,24,36.61522368914976
0,20,40.61522368914976
2,28,32.201010126776666
1,25,35.61522368914976
1,23,37.61522368914976
1,24,36.201010126776666
2,30,29.37258300203047
1,23,37.201010126776666
6,38,21.78679656440357
0,19,41.61522368914976
1,23,37.201010126776666
5,35,25.201010126776666
0,22,37.37258300203047
0,20,40.61522368914976
2,28,32.61522368914976
1,25,35.201010126776666
0,19,42.02943725152285
3,32,28.615223689149758
1,26,33.786796564403566
0,18,43.02943725152285
1,25,34.37258300203047
3,32,28.201010126776662
6,38,22.20101012677667
1,24,36.201010126776666
4,34,26.201010126776666
1,25,35.61522368914976
0,21,39.201010126776666
0,19,41.61522368914976
0,20,40.61522368914976
2,24,36.61522368914976
2,26,34.201010126776666
4,32,28.615223689149758
2,26,35.02943725152285
4,34,27.029437251522854
5,36,23.78679656440357
0,22,38.61522368914976
2,24,37.02943725152285
4,33,26.786796564403566
3,35,24.372583002030474
0,23,37.201010126776666
2,24,36.61522368914976
0,21,39.61522368914976
1,24,36.201010126776666
2,28,32.61522368914976
2,28,32.201010126776666
0,21,40.02943725152285
7,40,18.95836943965738
0,23,37.61522368914976
2,28,32.201010126776666
2,28,32.201010126776666
3,29,31.201010126776662
3,32,29.029437251522854
5,35,24.78679656440357
6,35,25.201010126776666
1,26,34.201010126776666
4,31,30.029437251522854
0,21,40.02943725152285
4,32,28.61522368914976
6,35,25.201010126776662
3,29,31.615223689149758
1,24,36.61522368914976
1,22,38.61522368914976
2,28,32.201010126776666
0,24,35.786796564403566
3,30,30.201010126776662
1,26,33.786796564403566
0,21,39.61522368914976
4,32,27.786796564403566
1,26,34.201010126776666
2,27,33.201010126776666
1,25,36.02943725152285
1,23,37.201010126776666
0,22,39.02943725152285
4,35,26.029437251522854
5,32,29.029437251522854
0,19,41.61522368914976
1,26,34.201010126776666
4,36,24.615223689149758
2,26,35.02943725152285
1,27,31.958369439657375
0,19,42.02943725152285
1,22,39.02943725152285
0,20,40.61522368914976
0,23,37.61522368914976
3,28,31.78679656440357
1,21,40.02943725152285
1,25,35.201010126776666
3,33,26.786796564403566
0,22,38.61522368914976
0,20,41.02943725152285
3,35,24.78679656440357
2,25,35.61522368914976
3,29,32.02943725152285
5,38,22.201010126776666
4,32,29.029437251522854
3,33,27.615223689149758
1,21,40.02943725152285
5,34,27.029437251522854
0,22,38.61522368914976
2,27,34.02943725152285
0,21,39.201010126776666
0,20,40.61522368914976
1,25,36.02943725152285
1,23,37.61522368914976
0,19,42.02943725152285
0,25,34.786796564403566
1,23,37.201010126776666
5,36,24.201010126776666
3,29,31.615223689149758
0,21,39.201010126776666
1,24,37.02943725152285
0,21,39.61522368914976
0,20,40.61522368914976
4,32,28.201010126776662
0,20,41.02943725152285
1,25,35.201010126776666
2,26,35.02943725152285
0,21,40.02943725152285
3,31,29.615223689149758
2,28,33.02943725152285
0,20,40.61522368914976
3,35,24.78679656440357
1,23,37.61522368914976
0,20,41.02943725152285
1,27,31.958369439657375
3,31,29.201010126776662
1,25,35.61522368914976
1,22,38.61522368914976
0,21,39.201010126776666
8,48,11.372583002030476
2,30,30.201010126776666
1,23,38.02943725152285
2,24,36.61522368914976
2,29,31.615223689149758
2,23,38.02943725152285
5,32,27.372583002030474
4,34,26.201010126776666
2,26,35.02943725152285
1,24,37.02943725152285
0,22,38.201010126776666
1,24,36.201010126776666
0,20,40.61522368914976
1,21,39.61522368914976
1,26,34.201010126776666
0,22,38.201010126776666
5,35,25.615223689149758
1,25,36.02943725152285
1,23,38.02943725152285
0,18,43.02943725152285
0,20,40.61522368914976
1,21,40.02943725152285
3,31,28.786796564403566
9,44,15.372583002030478
5,32,27.786796564403566
0,20,40.61522368914976
0,22,38.61522368914976
3,28,32.61522368914976
1,24,37.02943725152285
1,21,40.02943725152285
1,24,36.61522368914976
2,29,31.201010126776662
0,20,41.02943725152285
0,21,40.02943725152285
3,27,33.201010126776666
6,38,23.029437251522857
4,35,24.372583002030478
1,25,36.02943725152285
3,29,31.201010126776662
1,22,38.61522368914976
2,29,32.02943725152285
0,21,39.61522368914976
0,21,39.61522368914976
0,21,40.02943725152285
0,19,42.02943725152285
1,27,33.201010126776666
3,28,33.02943725152285
8,48,10.544155877284286
2,27,32.786796564403566
0,20,40.61522368914976
2,29,30.37258300203047
0,20,40.61522368914976
1,26,35.02943725152285
1,27,32.37258300203047
2,27,33.61522368914976
1,24,36.61522368914976
1,25,36.02943725152285
5,34,26.201010126776666
4,33,26.78679656440357
0,21,39.201010126776666
1,25,35.201010126776666
1,24,36.61522368914976
0,22,38.61522368914976
3,31,29.615223689149758
1,21,40.02943725152285
1,26,34.201010126776666
0,19,42.02943725152285
2,28,32.201010126776666
1,25,36.02943725152285
11,47,13.615223689149758
1,23,38.02943725152285
0,18,43.02943725152285
0,22,38.201010126776666
2,26,34.61522368914976
1,25,35.201010126776666
1,21,40.02943725152285
2,28,31.786796564403566
0,22,39.02943725152285
3,32,28.615223689149758
0,19,42.02943725152285
0,19,42.02943725152285
0,23,37.201010126776666
1,26,34.201010126776666
9,40,19.372583002030478
0,21,40.02943725152285
1,28,30.54415587728428
0,24,36.201010126776666
2,24,36.61522368914976
1,23,37.61522368914976
8,47,10.715728752538094
0,24,35.786796564403566
1,25,35.201010126776666
1,25,36.02943725152285
0,22,38.201010126776666
1,25,35.61522368914976
3,28,32.201010126776666
0,22,39.02943725152285
5,33,28.029437251522854
0,21,39.61522368914976
3,32,28.201010126776662
6,37,23.615223689149765
0,21,40.02943725152285
2,28,32.61522368914976
5,35,25.615223689149758
0,20,40.61522368914976
0,21,39.201010126776666
0,24,36.201010126776666
1,23,37.61522368914976
0,18,43.02943725152285
0,19,42.02943725152285
0,21,40.02943725152285
2,29,32.02943725152285
1,25,35.61522368914976
6,38,23.029437251522857
1,22,38.61522368914976
1,25,35.201010126776666
0,20,40.61522368914976
3,30,31.029437251522854
4,36,24.61522368914976
1,24,36.61522368914976
1,24,36.61522368914976
0,19,42.02943725152285
3,31,30.029437251522854
7,44,14.95836943965738
2,26,34.61522368914976
3,30,30.615223689149758
1,25,35.61522368914976
4,33,27.201010126776666
0,23,36.786796564403566
2,27,33.201010126776666
1,26,34.61522368914976
2,29,31.201010126776662
0,20,40.61522368914976
1,21,40.02943725152285
1,24,37.02943725152285
